document_id,english author,certain authorship,english work title,tlg_genre,genre_first,genre_second,genre_third,group,greek work title,latin work title,geography,ethnicity,year,gender,komplet_fragment,id_nummer,sort_id,kommentar,Greek,Latin,tlg_author_id,tlg_work_id,skal_fjernes,has_tlg_id,has_comment_in_name,graph
first1k_tlg0075.tlg001.1st1K-grc1,Arrian,FALSE,Anonymi Arriani ut fertur periplus ponti Euxini,,,,,,,,,,,M,,1590.0,1590,,TRUE,FALSE,tlg0075,tlg001,True,TRUE,FALSE,
first1k_tlg2018.tlg001.1st1K-grc1,Eusebius,TRUE,Preparation for the Gospel,Apologetica,Prose,Treaty,Theology,,Τῆς Εὐαγγελικῆς προπαρασκευῆς,Praeparatio Envangelica,"Caesarea, Israel",,320 AD,M,K,1591.0,1591,,TRUE,FALSE,tlg2018,tlg001,False,TRUE,FALSE,
first1k_tlg1286.tlg005.1st1K-grc1,Hermes Trismegistus,FALSE,That god is invisible and entirely visible,"Philosophica, Theologica",Prose,Treaty,Philosophy ,,Πρὸς Τὰτ υἱόν ὅτι ἀφανὴς θεὸς φανερώτατός ἐστιν,,Egypt,,200 AD,M,F,1592.0,1592,,TRUE,FALSE,tlg1286,tlg005,False,TRUE,FALSE,
first1k_stoa0121.stoa001.opp-grc1,Eutropius,TRUE,Summary of Roman History,Historica,Prose,Historiography,,,Μετάφρασις εἰς τὴν τοῦ Εὐτροπίου Ῥωμαϊκῆς ἱστορίαν,Breviarium ab urbe condita,Rome,,375 AD,M,K,1593.0,1593,,TRUE,FALSE,,,False,FALSE,FALSE,
first1k_tlg2042.tlg006.opp-grc1,Origen,FALSE,Fragmenta In Evangelium Joannis (in catenis),"Catena, Exegetica",Prose,Catena / Commentary,Theology ,,,Fragmenta In Evangelium Joannis (in catenis),"Caesarea, Israel",,240 AD,M,F,1594.0,1594,,TRUE,FALSE,tlg2042,tlg006,False,TRUE,TRUE,
first1k_tlg2200.tlg00541.opp-grc1,Libanius,TRUE,Refutation of the Mage,Rhetorica,Prose,Speech,,,,Declamatio 41,Antioch,,365 AD,M,K,1595.0,1595,,TRUE,FALSE,tlg2200,tlg00541,False,TRUE,FALSE,
first1k_tlg2200.tlg00432.opp-grc1,Libanius,TRUE,Against Thrasydaeus,Oratio,Prose,Speech,,,Περὶ Νικοκλέα περὶ Θρασυδαίου,Oratio 32,Antioch,,365 AD,M,K,1596.0,1596,,TRUE,FALSE,tlg2200,tlg00432,False,TRUE,FALSE,
first1k_tlg0087.tlg001.1st1K-grc1,Aelius Herodianus (Herodian),TRUE,General Prosody,Grammatica,Prose,Treaty,Grammar,,Περι καθολικης προσῳδιας,De prosodia catholica,"Alexandria, Rome",,175 AD,M,F,1597.0,1597,,TRUE,FALSE,tlg0087,tlg001,False,TRUE,TRUE,
first1k_tlg0037.tlg001.1st1K-grc1,Anacharsis,FALSE,Letters of Anacharsis,Epistolographa,Prose,Letters,,,,Epistulae,,,250 BC,M,K,1598.0,1598,,TRUE,FALSE,tlg0037,tlg001,False,TRUE,FALSE,
first1k_tlg2703.tlg001.opp-grc2,Anna Comnena,TRUE,Alexias,Historica,Prose,Historiography,,,Ἀλεξιάς,Alexias,Byzantium,,1140 AD,F,K,1599.0,1599,,TRUE,FALSE,tlg2703,tlg001,False,TRUE,FALSE,
perseus_tlg0099.tlg001.perseus-grc2,Strabo,TRUE,Geography,Geographa,Prose,Treaty,Geography ,,Γεωγραφικά,Geographica,Alexandria,,20 AD,M,,16.0,16,,TRUE,FALSE,tlg0099,tlg001,False,TRUE,FALSE,
perseus_tlg0031.tlg009.perseus-grc2,Paul,TRUE,Galatians,"Epistolographa, Religiosa",Prose,Letter,Theology ,NT Epistolography,Πρὸς Γαλάτας,Ad Galatas,Asia Minor,Jewish,50 AD,M,K,160.0,160,,TRUE,FALSE,tlg0031,tlg009,True,TRUE,FALSE,
first1k_tlg0062.tlg006.1st1K-grc1,Lucian of Samosata,,Muscae Encomium,,,,,,,,,,,M,,1600.0,1600,,TRUE,FALSE,tlg0062,tlg006,True,TRUE,FALSE,
first1k_tlg1765.tlg005.1st1K-grc1,Various (Vitae),FALSE,Βιβλίον μυθικὸν τοῦ Αἰσώπου (TLG = 005),Narratio Ficta,Prose,Biography ,,,,,,,,M,,1601.0,1601,,TRUE,FALSE,tlg1765,tlg005,True,TRUE,TRUE,
first1k_tlg2018.tlg009.1st1K-grc1,Eusebius,TRUE,Ecclesiastical Theology,Theologica,Prose,Treaty,Theology,,Tῆς ἐκκλησιαστικῆς θεολογίας,De ecclesiastica theologia,"Caesarea, Israel",,337 AD,M,K,1602.0,1602,,TRUE,FALSE,tlg2018,tlg009,False,TRUE,FALSE,
first1k_tlg0732.tlg014.1st1K-grc1,Alexander of Aphrodisias,TRUE,On Fate,Philosophica,Prose,Treaty,Philosophy,,Πρὸς τοὺς αὐτοκράτορας περὶ εἱμαρμένης,De fato,Athens,Greek,200 AD,M,K,1603.0,1603,,TRUE,FALSE,tlg0732,tlg014,False,TRUE,FALSE,
first1k_tlg0733.tlg001.1st1K-grc1,Cassius Iatrosophista,FALSE,Quaestiones medicae et problemata naturalia,"Medica, Naturalis Historia",Prose,Treaty,"Medicine, natural history",,Ἰατρικαὶ ἀπορίαι καὶ προβλήματα ψυσικά,Quaestiones medicae et problemata naturalia,,,200 AD,M,,1604.0,1604,,TRUE,FALSE,tlg0733,tlg001,False,TRUE,FALSE,
first1k_tlg4036.tlg001.opp-grc1,Proclus,TRUE,Commentary on Plato's Res Publica,"Commentarius, Philosophica",Prose,Catena / Commentary,Philosophy ,,Εἰς τάς πολιτείας Πλάτωνος ὑπόμνημα,In Platonis Rem Publicam Commentarii,Athens,,470 AD,M,,1605.0,1605,,TRUE,FALSE,tlg4036,tlg001,False,TRUE,FALSE,
first1k_tlg4026.tlg003.1st1K-grc1,Anonymous,FALSE,Fragmentum paraphrasis in Aristotelis Rhetorica,Commentarius Rhetorica,Prose,Catena / Commentary ,Rhetoric,,,Fragmentum paraphrasis in Aristotelis Rhetorica,,,,M,F,1606.0,1606,,TRUE,FALSE,tlg4026,tlg003,False,TRUE,FALSE,
first1k_tlg1482.tlg001.1st1K-grc1,Anonymous ,FALSE,Cyranides,"Magica, Naturlais Historia",Prose,Treaty,"Magic, medicine",,Κυρανίδες,Cyranides,,,50 BC,M,,1607.0,1607,,TRUE,FALSE,tlg1482,tlg001,False,TRUE,FALSE,
first1k_tlg0018.tlg016.opp-grc1,Philo of Alexandria,TRUE,On the Mating with the Preliminary Studies,"Exegetica, Philosophica",Prose,Treaty,Philosophy / Theology ,Jewish Philosophy,Περὶ τῆς πρὸς τὰ προπαιδεύματα συνόδου,De congressu eruditionis gratia,Alexandria,Jewish,35 AD,M,,1608.0,1608,,TRUE,FALSE,tlg0018,tlg016,False,TRUE,FALSE,
first1k_tlg1402.tlg003.1st1K-grc1,Hephaestion,TRUE,On Poems,Grammatica,Prose,Treaty,Grammar,,Περὶ ποιημάτων,De poematis,Alexandria,,150 AD,M,K,1609.0,1609,,TRUE,FALSE,tlg1402,tlg003,False,TRUE,FALSE,
perseus_tlg0284.tlg050.perseus-grc1,Aelius Aristides ,TRUE,Against the Dancers,"Oratio, Rhetorica",Prose,Speech,,,Κατὰ τῶν ἐξορχουμένων,,Smyrna / Pergamon,,175 AD,M,K,161.0,161,,TRUE,FALSE,tlg0284,tlg050,False,TRUE,FALSE,
first1k_tlg0732.tlg007.opp-grc1,Alexander of Aphrodisias,TRUE,In Librum De sensu commentarium,"Commentarius, Philosophica",Prose,Catena / Commentary ,Philosophy,,Ὑπόμνημα εἰς τὸ Περὶ αἰσθήσεως καὶ αἰσθητῶν,In Librum De sensu commentarium,Athens,Greek,200 AD,M,K,1610.0,1610,,TRUE,FALSE,tlg0732,tlg007,False,TRUE,FALSE,
first1k_tlg2035.tlg003.opp-grc1,Athanasius of Alexandria,TRUE,Concerning the Decrees of the Council of Nicaea,"Concilia, Epistolographa",Prose,Treaty,Theology,,Ὅτι ἡ ἐν Νικαίᾳ σύνοδος,De decretis Nicaenae synodi,Alexandria,,360 AD,M,F,1611.0,1611,,TRUE,FALSE,tlg2035,tlg003,False,TRUE,FALSE,
first1k_tlg0057.tlg114.1st1K-grc1,Galen,TRUE,Of the causes of respiration,Medica,Prose,Treaty,Medicine,,Περὶ τῶν τῆς ἀναπνοῆς αἰτιῶν,De causis respirationis,Rome,,180 AD,M,,1612.0,1612,,TRUE,FALSE,tlg0057,tlg114,False,TRUE,FALSE,
first1k_tlg0087.tlg026.1st1K-grc1,Aelius Herodianus (Herodian),TRUE,Περὶ παρωνύμων,Grammatica,Prose,Treaty,"Grammar, etymology",,Περὶ παρωνύμων,,Rome,,165 AD,M,K,1613.0,1613,,TRUE,FALSE,tlg0087,tlg026,False,TRUE,TRUE,
first1k_tlg0627.tlg037.1st1K-grc1,Hippocrates,FALSE,Girls,Medica,Prose,Treaty,Medicine,,Περὶ παρθενίων,De virginum morbis,Greece,,390 BC,M,,1614.0,1614,,TRUE,FALSE,tlg0627,tlg037,False,TRUE,FALSE,
first1k_tlg0057.tlg094.1st1K-grc1,Galen,TRUE,Against Julian,Medica,Prose,Treaty,Medicine,,Πρὸς τὰ ἀντειρημένα τοῖς Ἱπποκράτους Ἀφορισμοῖς ὑπὸ Ἰουλιανοῦ ,Adversus ea quae Juliano in Hippocratis Aphorismos enuntiata sunt,Rome,,180 AD,M,,1615.0,1615,,TRUE,FALSE,tlg0057,tlg094,False,TRUE,FALSE,
first1k_tlg0555.tlg004.opp-grc1,Clement of Alexandria,TRUE,Miscellanies ,"Philosophica, Theologica",Prose,Treaty,Theology,,Τῶν κατὰ τὴν ἀληθῆ φιλοσοφίαν γνωστικῶν  ὑπομνημάτων στρωμάτων πρῶτος,Stromata,Alexandria,,200 AD,M,F,1616.0,1616,,TRUE,FALSE,tlg0555,tlg004,False,TRUE,FALSE,
first1k_tlg2042.tlg007.perseus-grc1,Origen,TRUE,Exhortation to Martyrdom,Ecclesiastica,Prose,Apologetics,Theology ,,Εἰς μαρτύριον προτρεπτικός,Exhortatio ad martyrium,"Caesarea, Israel",,240 AD,M,K,1617.0,1617,,TRUE,FALSE,tlg2042,tlg007,False,TRUE,FALSE,
first1k_tlg0527.tlg024.1st1K-grc1,2 Maccabees,FALSE,2 Maccabees,"Apocrypha, Historica, Religiosa",Prose,Historiography,Theology,LXX Historiographies,Μακκαβαίων Βʹ,,Alexandria,Jewish,130 BC,M,K,1618.0,1618,,TRUE,FALSE,tlg0527,tlg024,False,TRUE,FALSE,
first1k_tlg0627.tlg023.1st1K-grc1,Hippocrates,FALSE,Diseases,Medica,Prose,Treaty,Medicine,,Περὶ νούσων,De morbis,Greece,,390 BC,M,K,1619.0,1619,,TRUE,FALSE,tlg0627,tlg023,False,TRUE,FALSE,
perseus_tlg0562.tlg001.perseus-grc1,Marcus Aurelius,TRUE,Meditations,Philosophica,Prose,Meditations,,,Τὰ εἰς ἑαυτόν,Ad se ipsum,Sirmium (Serbia),,175 AD,M,K,162.0,162,,TRUE,FALSE,tlg0562,tlg001,False,TRUE,FALSE,
first1k_tlg0057.tlg082.1st1K-grc1,Galen,TRUE,Linguistic Sophisms,Rhetorica,Prose,Treaty,Rhetoric ,,Περὶ τῶν παρὰ λέξιν σοφισμάτων,De sophismatis seu captionibus penes dictionem,Rome,,180 AD,M,,1620.0,1620,,TRUE,FALSE,tlg0057,tlg082,False,TRUE,FALSE,
first1k_tlg2042.tlg053.1st1K-grc1,Origen,,Selecta in Deuteronomium,Exegetica,Prose,,Theology ,,Εἰς τὸ Δευτερονόμιον ἐκλογαί,Selecta in Deuteronomium,"Caesarea, Israel",,240 AD,M,F,1621.0,1621,,TRUE,FALSE,tlg2042,tlg053,False,TRUE,FALSE,
first1k_tlg2042.tlg011.opp-grc1,Origen,FALSE,Fragmenta In Lamentationes (In Catenis) de Prophetis,"Catena, Exegetica",Prose,Catena / Commentary,Theology ,,,Fragmenta In Lamentationes (In Catenis de Prophetis),"Caesarea, Israel",,240 AD,M,F,1622.0,1622,,TRUE,FALSE,tlg2042,tlg011,False,TRUE,TRUE,
first1k_tlg0616.tlg002.1st1K-grc1,Polyaenus,FALSE,Excerpta Polyaeni,Tacticus,Prose,Treaty,"Military theory, warfare",,,Excerpta Polyaeni,Rome,,163 AD,M,,1623.0,1623,,TRUE,FALSE,tlg0616,tlg002,False,TRUE,FALSE,
first1k_tlg4102.tlg005.opp-grc1,Various (Catena),FALSE,Commentary on John,Catena,Prose,Catena / Commentary,Theology,,Τοῦ κατὰ Ἰωάννην εὐαγγελίου,Catena in Joannem,,,450 AD,M,K,1624.0,1624,,TRUE,FALSE,tlg4102,tlg005,False,TRUE,TRUE,
first1k_tlg4015.tlg002.opp-grc1,John Philoponus,TRUE,Commentary on Aristotle's Prior Analytics,"Commentarius, Philosophica",Prose,Catena / Commentary,Philosophy ,,Εἰς τὸ πρῶτον τῶν Προτέρων ἀναλυτικῶν σχολικαί,In Aristotelis Analytica Priora commentaria,Alexandria,,520 AD,M,,1625.0,1625,,TRUE,FALSE,tlg4015,tlg002,False,TRUE,FALSE,
first1k_tlg2200.tlg00402.opp-grc1,Libanius,TRUE,To Those Who Called Him Tiresome,Oratio,Prose,Speech,,,Πρὸς τοὺς βαρὺν αὐτὸν καλέσαντας,Oratio 2,Antioch,,365 AD,M,K,1626.0,1626,,TRUE,FALSE,tlg2200,tlg00402,False,TRUE,FALSE,
first1k_tlg1443.tlg009.1st1K-grc1,Ignatius,TRUE,Letters,Epistolographa,Prose,Letter,Theology,,,Epistulae vii genuinae,Antioch,,120 AD,M,,1627.0,1627,,TRUE,FALSE,tlg1443,tlg009,False,TRUE,FALSE,
first1k_tlg0062.tlg032.1st1K-grc1,Lucian of Samosata,,Dearum judicium,,,,,,,,,,,M,,1628.0,1628,,TRUE,FALSE,tlg0062,tlg032,True,TRUE,FALSE,
first1k_tlg2200.tlg00459.opp-grc1,Libanius,TRUE,Panegyric on Constantius and Constans,Oratio,Prose,Speech,,,Βασιλικὸς εἰς Κωνσταντῖνον καὶ Κώνσταντα ,Oratio 59,Antioch,,365 AD,M,K,1629.0,1629,,TRUE,FALSE,tlg2200,tlg00459,False,TRUE,FALSE,
perseus_tlg0032.tlg009.perseus-grc2,Xenophon of Athens,TRUE,Agesilaus,"Encomiastica, Historica",Prose,Biography ,,,Ἀγησίλαος,Agesilaus,Athens,,365 BC,M,,163.0,163,,TRUE,FALSE,tlg0032,tlg009,False,TRUE,FALSE,
first1k_tlg0614.tlg001.1st1K-grc2,Babrius,FALSE,,,,,,,,,,,,M,,1630.0,1630,,TRUE,FALSE,tlg0614,tlg001,True,TRUE,FALSE,
first1k_tlg0559.tlg015.1st1K-grc1,Heron of Alexandria,TRUE,Geodaesia,Metrologica,Prose,Treaty,Mathematics ,,Γεωδαισία,Geodesia,Alexandria,,50 AD,M,K,1631.0,1631,,TRUE,FALSE,tlg0559,tlg015,False,TRUE,FALSE,
first1k_tlg4013.tlg004.opp-grc1,Simplicius,TRUE,Commentary on Aristotle's Physics,"Commentarius, Mathematica, Naturalis Historia, Philosophica",Prose,Catena / Commentary,Philosophy ,,Εἰς τό ἀ τῆς  Ἀριστοτέλους Φυσικής Ακροάσεως ὑπόμνημα,In Aristotelis physicorum libros commentaria,Athens,,550 AD,M,,1632.0,1632,,TRUE,FALSE,tlg4013,tlg004,False,TRUE,FALSE,
first1k_tlg2200.tlg00511.opp-grc1,Libanius,TRUE,Cimon Asking to Be Imprisoned Instead of His Father,Rhetorica,Prose,Speech,,,Ὁ Κίμων αἰτῶν ὑπὲρ τοῦ πατρὸς δεθῆναι,Declamatio 11,Antioch,,365 AD,M,K,1633.0,1633,,TRUE,FALSE,tlg2200,tlg00511,False,TRUE,FALSE,
first1k_tlg0057.tlg034.1st1K-grc1,Galen,TRUE,The Exercise with the Small Ball,Medica,Prose,Treaty,Medicine,,Περὶ τοῦ διὰ τῆς σμικρᾶς σφαίρας γυμνασίου,De parvae pilae exercitio,Rome,,180 AD,M,,1634.0,1634,,TRUE,FALSE,tlg0057,tlg034,True,TRUE,FALSE,
first1k_tlg2042.tlg052.1st1K-grc1,Origen,,Selecta in Numeros,Exegetica,Prose,,Theology ,,Ἐκλογαί εἰς τοὺς Ἀριθμούς,Selecta in Numeros,"Caesarea, Israel",,240 AD,M,F,1635.0,1635,,TRUE,FALSE,tlg2042,tlg052,False,TRUE,FALSE,
first1k_tlg0062.tlg001.1st1K-grc1,Lucian of Samosata,,Phalaris,,,,,,,,,,,M,,1636.0,1636,,TRUE,FALSE,tlg0062,tlg001,True,TRUE,FALSE,
first1k_tlg0057.tlg095.1st1K-grc1,Galen,TRUE,Commentary on Hippocrates’ Joints,"Commentarius, Medica",Prose,Catena / Commentary,Medicine,,"Εἰς τὸ Ἱπποκράτους Περὶ ἀρθρῶν",In Hippocratis (librum) De articulis,Rome,,180 AD,M,,1637.0,1637,,TRUE,FALSE,tlg0057,tlg095,False,TRUE,FALSE,
first1k_tlg0623.tlg001.1st1K-grc1,Crates of Thebes,FALSE,Epistles,Epistolographa,Prose,Letter,,,,Epistulae,,,,M,,1638.0,1638,,TRUE,FALSE,tlg0623,tlg001,False,TRUE,FALSE,
first1k_tlg1750.tlg001.1st1K-grc1,Various (Vitae),FALSE,Lives of the Prophets,Hagiographa,Prose,Biography ,Theology,,ΠΕΡΙ ΤΩΝ ΠΡΟΦΗΤΩΝ,De prophetarum vita et obitu (Dorothei recensio),,,,M,,1639.0,1639,,TRUE,FALSE,tlg1750,tlg001,False,TRUE,TRUE,
perseus_tlg0533.tlg017.perseus-grc1,Callimachus,TRUE,Hymn to Artemis,Hymnus,Poetry,Lyric,Hymn,,Εἰς Ἄρτεμιν,In Dianam,Alexandria,,250 BC,M,,164.0,164,,TRUE,FALSE,tlg0533,tlg017,False,TRUE,FALSE,
perseus_tlg0533.tlg017.perseus-grc2,Callimachus (duplicate) ,TRUE,Hymn to Artemis,Hymnus,Poetry,Lyric,Hymn,,,,Alexandria,,250 BC,M,,164.0,164,,TRUE,FALSE,tlg0533,tlg017,True,TRUE,TRUE,
first1k_tlg1681.tlg001.1st1K-grc1,Solon,FALSE,Letters,Epistolographa,Prose,Letter,,,Ἐπιστολαί,Epistulae,,,,M,,1640.0,1640,,TRUE,FALSE,tlg1681,tlg001,False,TRUE,FALSE,
first1k_tlg0527.tlg036.1st1K-grc1,Hosea ,FALSE,Hosea,"Prophetia, Religiosa",Prose,Oracle,Theology ,LXX Propheteia,Ὡσηέ,Osee,Israel,Jewish,700 BC,M,K,1641.0,1641,,TRUE,FALSE,tlg0527,tlg036,False,TRUE,FALSE,
first1k_tlg0555.tlg006.1st1K-grc1,Clement of Alexandria,,Quis dives salvetur,,,,,,,,,,,M,,1642.0,1642,,TRUE,FALSE,tlg0555,tlg006,True,TRUE,FALSE,
first1k_tlg0552.tlg013.1st1K-grc1,Archimedes,FALSE,Fragmenta,"Mathematica, Mechanica",Prose,Treaty,Mathematics,,,Fragmenta,Syracuse,,220 BC,M,K,1643.0,1643,,TRUE,FALSE,tlg0552,tlg013,False,TRUE,FALSE,
first1k_tlg0087.tlg023.1st1K-grc1,Aelius Herodianus (Herodian),TRUE,Περὶ ἀντωνυμιῶν,Grammatica,Prose,Treaty,"Grammar, etymology",,Περὶ ἀντωνυμιῶν,,Rome,,165 AD,M,K,1644.0,1644,,TRUE,FALSE,tlg0087,tlg023,False,TRUE,TRUE,
first1k_tlg0087.tlg033.1st1K-grc1,Aelius Herodianus (Herodian),TRUE,On Anomalous Words,Grammatica,Prose,Treaty,"Grammar, etymology",,Περὶ μονήρους λέξεως,,Rome,,165 AD,M,K,1645.0,1645,,TRUE,FALSE,tlg0087,tlg033,False,TRUE,TRUE,
first1k_tlg0074.tlg008.1st1K-grc1,Arrian,FALSE,Letter to Lucius Gellius,Epistolographa,Prose,Letter,,,Πρὸς Γὲλλιον ἐπιστολή,Epistula ad Lucium Gellium,Bithynia,,140 AD,M,F,1646.0,1646,,TRUE,FALSE,tlg0074,tlg008,False,TRUE,FALSE,
first1k_tlg0627.tlg043.1st1K-grc1,Hippocrates,FALSE,Fleshes,Medica,Prose,Treaty,Medicine,,Περὶ σαρκῶν ,De carnibus,Greece,,390 BC,M,K,1647.0,1647,,TRUE,FALSE,tlg0627,tlg043,False,TRUE,FALSE,
first1k_tlg0005.tlg003.1st1K-grc1,Theocritus,FALSE,Panpipe,Bucolica,Poetry,Poem,Lyric,,Σῦριγξ,Syrinx,Alexandria,,250 BC,M,,1648.0,1648,,TRUE,FALSE,tlg0005,tlg003,False,TRUE,FALSE,
first1k_tlg0057.tlg013.1st1K-grc1,Galen,TRUE,De venarum arteriarumque dissectione,Medica,Prose,Treaty,Medicine,,Περὶ φλεβῶν καὶ ἀρτηριῶν ἀνατομῆς ,De venarum arteriarumque dissectione,Rome,,180 AD,M,,1649.0,1649,,TRUE,FALSE,tlg0057,tlg013,False,TRUE,FALSE,
perseus_tlg0284.tlg040.perseus-grc1,Aelius Aristides ,TRUE,Concerning the Prohibition of Comedy,Oratio,Prose,Speech,,,Συμβουλευτικὸς περὶ τοῦ μὴ δεῖν κωμῳδεῖν,,Smyrna / Pergamon,,175 AD,M,K,165.0,165,,TRUE,FALSE,tlg0284,tlg040,False,TRUE,FALSE,
first1k_tlg0057.tlg036.1st1K-grc1,Galen,TRUE,On the Preservation of Health,Medica,Prose,Treaty,Medicine,,Ὑγιεινῶν ,De sanitate tuenda,Rome,,180 AD,M,,1650.0,1650,,TRUE,FALSE,tlg0057,tlg036,False,TRUE,FALSE,
first1k_tlg0093.ogl002.1st1K-grc1,Theophrastus,TRUE,On the Causes of Plants,Naturalis Historia,Prose,Treaty,Botany,,Περὶ φυτῶν αἰτιῶν,De causis plantarum,Athens,,310 BC,M,,1651.0,1651,,TRUE,FALSE,,,False,FALSE,FALSE,
first1k_tlg0093.tlg010x04.1st1K-grc1,Theophrastus,TRUE,On Fatigue,"Naturalis Historia, Philosophica",Prose,Treaty,Philosophy ,,Περί κόπων,De lassitudine,Athens,,310 BC,M,,1652.0,1652,,TRUE,FALSE,tlg0093,tlg010,False,TRUE,FALSE,
first1k_tlg0086.tlg047.1st1K-grc1,Aristotle,FALSE,"On Xenophanes, Zeno and Gorgias",Philosophica,Prose,Treaty,Philosophy ,,Περὶ Ξενοφάνους περὶ Ζήνωνος περὶ Γοργίου,"De Xenophane, de Zenone, de Gorgia",Athens,,330 BC,M,K,1653.0,1653,,TRUE,FALSE,tlg0086,tlg047,False,TRUE,FALSE,
first1k_tlg0530.tlg012.1st1K-grc1,Galen,FALSE,Introduction,"Medica, Philosophica",Prose,Treaty,Medicine,,Εἰσαγωγὴ ἢ ἰατρός,Introductio seu medicus,,,200 AD,M,,1654.0,1654,,TRUE,FALSE,tlg0530,tlg012,False,TRUE,FALSE,
first1k_tlg0018.tlg024.opp-grc1,Philo of Alexandria,TRUE,On the Special Laws,"Exegetica, Philosophica, Theologica",Prose,Treaty,Philosophy / Theology ,Jewish Philosophy,Περὶ τῶν ἐν μέρει διαταγμάτων,De specialibus legibus (lib i‑iv),Alexandria,Jewish,35 AD,M,,1655.0,1655,,TRUE,FALSE,tlg0018,tlg024,False,TRUE,FALSE,
first1k_tlg0732.tlg010.1st1K-grc1,Alexander of Aphrodisias,TRUE,On the Soul,"Commentarius, Philosophica",Prose,Catena / Commentary ,Philosophy,,Περὶ ψυχῆς,De anima,Athens,Greek,200 AD,M,K,1656.0,1656,,TRUE,FALSE,tlg0732,tlg010,False,TRUE,FALSE,
first1k_tlg0044.tlg001.1st1K-grc1,Antiochus Regis Epistolographus,FALSE,Epistulae,Epistolographa,Prose,Letter,,,,Epistulae,,,250 BC,M,,1657.0,1657,,TRUE,FALSE,tlg0044,tlg001,False,TRUE,FALSE,
first1k_tlg0062.tlg010.1st1K-grc1,Lucian of Samosata,,Patriae encomium,,,,,,,,,,,M,,1658.0,1658,,TRUE,FALSE,tlg0062,tlg010,True,TRUE,FALSE,
first1k_tlg1749.tlg001.1st1K-grc1,Anonymous,FALSE,Vitae Hesiodi particula,Biographa,Prose,Biography,,,,Vitae Hesiodi particula,,,,M,,1659.0,1659,,TRUE,FALSE,tlg1749,tlg001,False,TRUE,FALSE,
perseus_tlg0059.tlg019.perseus-grc2,Plato,TRUE,Laches,"Dialogus, Philosophica",Prose,Dialogue,Philosophy ,,Λάχης,Laches,Athens,,360 BC,M,K,166.0,166,,TRUE,FALSE,tlg0059,tlg019,False,TRUE,FALSE,
first1k_tlg0627.tlg026.1st1K-grc1,Hippocrates,FALSE,Places in Man,Medica,Prose,Treaty,Medicine,,Περὶ τόπων τῶν κατὰ ἄνθρωπον,De locis in homine,Greece,,390 BC,M,K,1660.0,1660,,TRUE,FALSE,tlg0627,tlg026,False,TRUE,FALSE,
first1k_tlg2233.tlg001.1st1K-grc1,Polemon,FALSE,Physiognomonica Epitome Adamantiana,,Prose,Treaty,Medicine,,,,,,,M,,1661.0,1661,,TRUE,FALSE,tlg2233,tlg001,True,TRUE,FALSE,
first1k_tlg1402.tlg005.1st1K-grc1,Hephaestion,FALSE,Fragments,Grammatica,Prose,Treaty,Grammar,,,Fragmenta Hephaestionea,Alexandria,,150 AD,M,K,1662.0,1662,,TRUE,FALSE,tlg1402,tlg005,False,TRUE,FALSE,
first1k_tlg2200.tlg00526.opp-grc1,Libanius,TRUE,Complaint of a Mororse Man about his Talkative Wife,Rhetorica,Prose,Speech,,,Δύσκολος γήμας λάλον γυναῖκα ἑαυτὸν προσαγγέλλει,Declamatio 26,Antioch,,365 AD,M,K,1663.0,1663,,TRUE,FALSE,tlg2200,tlg00526,False,TRUE,FALSE,
first1k_tlg0087.tlg022.1st1K-grc1,Aelius Herodianus (Herodian),TRUE,Περὶ τῶν εἰς μι,Grammatica,Prose,Treaty,"Grammar, etymology",,Περὶ τῶν εἰς μι,,Rome,,165 AD,M,K,1664.0,1664,,TRUE,FALSE,tlg0087,tlg022,False,TRUE,TRUE,
first1k_tlg0087.tlg029.1st1K-grc1,Aelius Herodianus (Herodian),TRUE,Περὶ γάμου καὶ συμβιώσεως,Grammatica,Prose,Treaty,"Grammar, etymology",,Περὶ γάμου καὶ συμβιώσεως,,Rome,,165 AD,M,K,1665.0,1665,,TRUE,FALSE,tlg0087,tlg029,False,TRUE,TRUE,
first1k_tlg0086.tlg054.1st1K-grc1,Aristotle,,Physica textus alter,,,,,,,,,,,M,,1666.0,1666,,TRUE,FALSE,tlg0086,tlg054,True,TRUE,FALSE,
first1k_tlg1551.tlg001.opp-grc1,Sibyline Oracles,FALSE,Oracula,,Poetry,,,,,Oracula Sibyllina,,,,M,,1667.0,1667,,TRUE,FALSE,tlg1551,tlg001,True,TRUE,FALSE,
first1k_tlg0565.tlg003.1st1K-grc1,Soranus,TRUE,On Bandages,Medica,Prose,Treaty / Essay,Medicine,,Περὶ επιδέσμων,De fasciis,Alexandria/Rome,,110 AD,M,,1668.0,1668,,TRUE,FALSE,tlg0565,tlg003,False,TRUE,FALSE,
first1k_tlg0627.tlg013.1st1K-grc1,Hippocrates,FALSE,Iusiurandum,Medica,Prose,Treaty,Medicine,,Ὅρκος,Iusiurandum,Greece,,390 BC,M,,1669.0,1669,,TRUE,FALSE,tlg0627,tlg013,False,TRUE,FALSE,
perseus_tlg0029.tlg006.perseus-grc1,Dinarchus,TRUE,Against Philocles,Oratio,Prose,Speech,,,Κατὰ Φιλοκλέους,In Philoclem,Athens,,324 BC,M,K,167.0,167,,TRUE,FALSE,tlg0029,tlg006,False,TRUE,FALSE,
